Reservation_ID,Customer_ID,Vehicle_ID,Vehicle_Class,Booking_TS,Pickup_TS,Return_TS,City,Pickup_Lat,Pickup_Lon,Drop_Lat,Drop_Lon,Payment,Odo_Start,Odo_End,Fuel_Level,GPS_Lat,GPS_Lon,Max_Speed_kmh,Harsh_Events,Damage_Flag,Rate,Promo_Code,GST_Amount,Total_Amount,Rate_Plan,Driver_License,Notes,Customer_Feedback
RES-05721,C1269,CAR-04 ,SUV,2026-01-10 14:29,12-01-2026 11:29,2026-01-14 23:29,Delhi,28.722775,77.097765,28.71558,77.092088,wallet,75640,"75,906km",0.63,22.3711,80.51,179 kmh,6,1,2500/day,SAVE10,125.0,2625.0,standard,DL12345,Contact Rahul 9876543210,good service
RES-05722,C3809,CAR 15,Economy,2026-02-15 12:36,2026-02-17 04:36:00,2026-02-19 01:36,Kolkata,22.564187,88.363514,22.587283,88.347158,UPI,108394,"108,517km",0.87,25.8,74.35,76,0,0,2000/day,,100.0,2100.0,eco,DL90871,Scratch on windows,Good mileage
RES-05723,C1535,CAR-09 ,Compact,2026-01-20 07:24,21/01/2026 23:24,2026-01-27 10:24,Kolkata,22.572889,88.377158,22.568214,88.383829,wallet,"70,273 km","71,114km",0.79,18.25,80.642531,48,1,0,₹2500/day,DISC15,125.0,2625.0,eco,INVALID,Bad Seats Quality,Smooth going
RES-05724,C2539, CAR-29,Luxury,2026-02-22 21:13,2026/02/25 09:13,2026-03-05 07:13,CHENNAI,13.10001,80.275634,13.099851,80.268969,card,"14,253km",15251,0.32,23.6699,82.38,135 kmh,1,0,"₹ 1,500 /day",DISC15,75.0,1575.0,standard,INVALID,Scratch on windows,Good speaker
RES-05725,C2369,CAR-02,Compact,2026-01-03 14:31,2026/01/06 13:65,2026-01-08 13:31,Bengaluru,12.957336,77.582442,12.990248,77.59685,wallet,"24,710 km","26,066 km",0.59,24.9044,74.8788,72,1,0,1200,,60.0,1260.0,premium,INVALID,Bad Seats Quality,Smooth going
RES-05726,C4834, CAR-13,SUV,2026-03-22 07:44,2026-03-24 11:44,2026-03-26 23:44,delhi,28.701998,77.089642,28.689031,77.098755,card,50862km,52243,0.9,18.6041,83.75,98,3,0,1000,BOGUS99,,1050.0,standard,INVALID,Scratch on windows,Good speaker
RES-05727,C5927,car-11,Compact,2026-02-28 10:39,01/03/2026 22:39,2026-03-02 18:39,kolkata,22.573107,88.382307,22.567456,88.354637,Card,59991,"61,018 km",0.59,20.426359,79.44,48,4,1,₹2500/day,DISC15,,2625.0,eco,DL12345,Speakers not working,email test@gmail.com
RES-05728,C4139, CAR-12,Luxury,2026-01-05 14:49,2026-01-07 17:49,2026-01-14 13:49,Hyderabad,17.391443,78.504218,17.371612,78.485322,cash,113468km,114632km,59%,18.29,84.9103,49,2,0,1500,SAVE10,75.0,1575.0,eco,DL12345,Speakers not working,Good mileage
RES-05729,C8877,CAR-10 ,Luxury,2026-02-27 21:09,02/03/2026 14:09,2026-03-09 07:09,Hyderabad,17.378547,78.490014,17.401278,78.474262,upi,85475,"85,979km",70%,17.278106,87.59,147 kmh,1,0,800/day,BOGUS99,40.0,840.0,standard,DL12345,Bad Seats Quality,good service
RES-05730,C2209,car-30,SUV,2026-03-15 05:32,16-03-2026 22:32,2026-03-20 22:32,mumbai,19.063218,72.872594,19.064651,72.867278,UPI,"103,117 km",103641km,0.30,22.679118,78.67,136 kmh,5,0,₹2000/day,SAVE10,100.0,2100.0,premium,INVALID,Bad Seats Quality,Good mileage
RES-05731,C9658,CAR-02 ,SUV,2026-01-31 20:59,2026-02-01 22:59:00,2026-02-09 04:59,kolkata,22.571039,88.357583,22.554512,88.346838,cash,100045km,100273,87 %,15.75,76.44,96,6,0,1500,DISC15,75.0,1575.0,eco,DL90871,Scratch on windows,good service
RES-05732,C5611, CAR-02,Luxury,2026-01-06 00:48,2026-01-06 01:48,2026-01-11 19:48,Hyderabad,17.372635,78.475826,17.402785,78.495023,cash,"49,051km","50,582 km",0.67,26.21985,75.35,175 kmh,6,0,1000/day,,50.0,1050.0,eco,DL67543,scratch on door,Smooth going
RES-05733,C6341, CAR-16,Luxury,2026-02-07 17:05,2026-02-08 23:05:00,2026-02-10 18:05,HYD,17.371525,78.491675,17.395445,78.474467,Card,95424,"96,198km",0.44,18.2062,74.8269,126 kmh,5,1,₹2000/day,,100.0,2100.0,premium,DL90871,Contact Rahul 9876543210,Good speaker
RES-05734,C4843,car-19,SUV,2026-02-05 00:53,07/02/2026 11:53,2026-02-14 13:53,Delhi,28.693031,77.114154,28.691387,77.092921,Card,60539,"61,624km",47 %,25.06,75.09422,69,3,0,1500/day,,75.0,1575.0,premium,DL12345,Contact Rahul 9876543210,good service
RES-05735,C6738,CAR-30,Compact,2026-01-25 12:14,27/01/2026 00:14,2026-01-28 06:14,HYD,17.385951,78.485222,17.369525,78.476325,wallet,"76,611 km",77433km,57%,16.028211,75.55916,179 kmh,3,0,"₹ 3,000 /day",SAVE10,150.0,3150.0,standard,DL12345,Bad Seats Quality,good service
RES-05736,C7384,CAR-14 ,Compact,2026-03-26 13:23,28-03-2026 16:23,2026-04-02 08:23,Delhi,28.708498,77.092346,28.713841,77.082547,UPI,"85,602km",85635km,77 %,24.9,86.28,133 kmh,5,0,"₹ 1,500 /day",,75.0,1575.0,premium,DL67543,Bad Seats Quality,Smooth going
RES-05737,C1800,CAR-17 ,Economy,2026-02-21 19:20,2026-02-24 05:20:00,2026-02-28 00:20,CHENNAI,13.071131,80.269001,13.085095,80.250994,UPI,"45,895 km","46,374 km",0.8,12.6014,85.36,145 kmh,3,0,₹1500/day,SAVE10,75.0,1575.0,premium,DL12345,Scratch on windows,email test@gmail.com
RES-05738,C4731,CAR-19,Economy,2026-02-09 03:29,2026-02-10 21:29,2026-02-18 11:29,mumbai,19.071804,72.860887,19.079314,72.87053,Card,"39,379 km",40882,50 %,24.757567,86.5038,94,4,1,3000,,150.0,3150.0,eco,DL67543,Contact Rahul 9876543210,Good speaker
RES-05739,C3263,CAR-06 ,SUV,2026-01-08 05:27,11-01-2026 00:27,2026-01-18 01:27,CHENNAI,13.099582,80.287193,13.080273,80.271574,Card,"31,205km","32,404 km",0.2,23.387312,73.52,53,4,1,₹800/day,BOGUS99,40.0,840.0,eco,DL67543,scratch on door,Smooth going
RES-05740,C6826,car-06,Economy,2026-03-26 15:38,27/03/2026 18:38,2026-03-30 03:38,blr,12.976107,77.599531,12.961444,77.610196,wallet,"77,659km",79592,0.63,24.091,85.8245,167 kmh,4,1,3000/day,,150.0,3150.0,standard,DL90871,Contact Rahul 9876543210,good service
RES-05741,C6564,CAR-24 ,SUV,2026-01-01 12:58,2026/01/03 10:58,2026-01-07 23:58,Mumbai,19.093172,72.890017,19.058712,72.868714,cash,61469km,62546km,0.54,23.56,82.11,124 kmh,4,1,₹1500/day,,75.0,1575.0,premium,DL90871,Speakers not working,email test@gmail.com
RES-05742,C2943,car-10,SUV,2026-03-18 04:33,2026/03/20 22:33,2026-03-24 04:33,delhi,28.721263,77.093263,28.719582,77.110587,card,"37,800km","38,377 km",0.19,26.18,79.504731,180 kmh,6,0,₹ 800 /day,,40.0,840.0,eco,DL67543,Contact Rahul 9876543210,Good mileage
RES-05743,C5565,car-04,Economy,2025-12-31 00:16,2026/01/02 07:16,2026-01-05 09:16,mumbai,19.090954,72.880631,19.090822,72.870996,wallet,30996km,"31,392 km",95%,13.562411,72.1336,137 kmh,4,0,2500/day,,125.0,2625.0,premium,DL90871,Scratch on windows,Smooth going
RES-05744,C5677,CAR-17,SUV,2026-03-17 15:50,19/03/2026 08:50,2026-03-23 02:50,mumbai,19.094995,72.883692,19.079727,72.874183,UPI,"27,626 km","28,438 km",0.78,23.65,73.55,153 kmh,1,0,"₹ 1,200 /day",,,1260.0,premium,DL67543,Contact Rahul 9876543210,Good mileage
RES-05745,C1271,CAR-14 ,Economy,2026-01-11 04:20,2026-01-12 09:20:00,2026-01-14 19:20,CHENNAI,13.089625,80.264992,13.080901,80.281644,cash,"55,724km","55,851km",72 %,12.939411,81.2451,55,5,0,₹2000/day,BOGUS99,100.0,2100.0,eco,DL67543,Speakers not working,Good speaker
RES-05746,C6944,car-11,Economy,2026-01-23 04:11,25-01-2026 02:11,2026-02-01 05:11,Mumbai,19.075468,72.889252,19.085641,72.864688,Card,24030,"25,838km",0.10,23.04,75.0891,162 kmh,3,0,₹2000/day,,,2100.0,eco,DL67543,scratch on door,Good speaker
RES-05747,C9294,CAR-09,Compact,2026-02-24 06:58,2026-02-27 05:58,2026-03-05 07:58,CHENNAI,13.087905,80.265303,13.097031,80.273475,cash,58263km,58930km,34 %,16.2346,81.971881,54,6,0,₹1200/day,DISC15,60.0,1260.0,eco,DL67543,scratch on door,Smooth going
RES-05748,C7428,car-20,Economy,2026-03-13 03:08,14/03/2026 22:08,2026-03-20 01:08,Hyderabad,17.4012,78.496205,17.401515,78.49763,upi,37862,"38,489 km",46 %,25.7,77.7471,57,4,0,₹1500/day,SAVE10,75.0,1575.0,premium,DL90871,Contact Rahul 9876543210,Good mileage
RES-05749,C8733,CAR-07,SUV,2026-03-08 03:48,2026-03-10 20:48,2026-03-19 03:48,HYD,17.397621,78.48593,17.378155,78.505477,wallet,21661,22897,57 %,12.610803,72.406424,174 kmh,1,0,₹ 800 /day,BOGUS99,40.0,840.0,premium,DL90871,Scratch on windows,email test@gmail.com
RES-05750,C1127,CAR-15 ,SUV,2026-03-09 11:17,2026/03/11 23:17,2026-03-15 01:17,CHENNAI,13.101083,80.263529,13.086614,80.279973,UPI,"105,318km",106050km,0.58,12.882065,73.09,50,6,0,1200,SAVE10,60.0,1260.0,premium,INVALID,Speakers not working,email test@gmail.com
RES-05751,C7819,CAR-09,Economy,2026-02-15 23:01,2026-02-17 04:01,2026-02-22 17:01,HYD,17.366148,78.485615,17.40008,78.477575,upi,"64,838 km","65,445km",72%,26.1837,76.803127,71,2,0,₹1200/day,BOGUS99,60.0,1260.0,premium,INVALID,Speakers not working,good service
RES-05752,C3462,CAR 03,Compact,2026-02-15 23:56,16/02/2026 21:56,2026-02-23 08:56,kolkata,22.580061,88.344769,22.567806,88.366264,cash,77703,79029km,48 %,21.304716,75.1033,69,3,0,"₹ 3,000 /day",SAVE10,150.0,3150.0,standard,DL12345,scratch on door,Good speaker
RES-05753,C2734, CAR-28,SUV,2026-01-06 14:18,08-01-2026 04:84,2026-01-10 06:18,CHENNAI,13.073523,80.273679,13.089967,80.290134,UPI,"54,790km",56646,0.79,12.994113,78.85,138 kmh,5,0,"₹ 2,500 /day",,125.0,2625.0,eco,DL12345,scratch on door,Good mileage
RES-05754,C5385,car-17,Compact,2026-03-22 19:30,23-03-2026 14:30,2026-03-24 07:30,BENGALURU,12.983754,77.6098,12.952315,77.611316,upi,101403km,"102,085km",0.38,21.07,75.76,138 kmh,4,0,800/day,,40.0,840.0,premium,DL90871,Scratch on windows,Good mileage
RES-05755,C8209,CAR-28,SUV,2026-02-07 17:27,2026-02-09 16:27,2026-02-10 18:27,Mumbai,19.064389,72.88712,19.075198,72.870185,Card,52479,"54,442 km",54%,18.14,75.765755,145 kmh,0,0,₹800/day,BOGUS99,40.0,840.0,eco,DL67543,Bad Seats Quality,Good speaker
RES-05756,C2452,car-14,SUV,2026-03-06 03:47,07/03/2026 11:89,2026-03-08 08:47,CHENNAI,13.076038,80.266436,13.07395,80.272887,cash,50097,51478,0.6,14.023283,87.8114,47,2,0,"₹ 2,500 /day",SAVE10,125.0,2625.0,standard,DL90871,Contact Rahul 9876543210,email test@gmail.com
RES-05757,C9945,CAR 03,SUV,2026-02-04 03:50,05/02/2026 07:50,2026-02-12 02:50,Kolkata,22.580356,88.369963,22.586714,88.353941,cash,111924km,"112,374 km",0.34,16.7583,84.09,50,6,0,"₹ 3,000 /day",SAVE10,150.0,3150.0,premium,DL12345,Speakers not working,email test@gmail.com
RES-05758,C7847,CAR-24,Luxury,2026-01-13 01:13,15/01/2026 04:13,2026-01-22 12:13,Hyderabad,17.402705,78.485179,17.380421,78.467762,cash,"6,417 km","7,038 km",0.14,21.2655,80.1032,60,3,1,1000,BOGUS99,50.0,1050.0,eco,INVALID,Contact Rahul 9876543210,Smooth going
RES-05759,C2691,CAR-25 ,Luxury,2026-01-04 06:36,05/01/2026 09:36,2026-01-07 20:36,mumbai,19.063848,72.864835,19.091569,72.888127,card,43057,"43,349 km",0.47,12.74,80.2891,80,5,1,3000/day,BOGUS99,,3150.0,premium,INVALID,Scratch on windows,Smooth going
RES-05760,C6339,car-09,SUV,2026-03-18 00:13,2026-03-18 16:13:00,2026-03-25 22:13,Mumbai,19.091811,72.879923,19.09023,72.859941,UPI,"41,915 km",42717,0.3,18.473422,82.3297,97,3,0,"₹ 1,200 /day",,,1260.0,premium,INVALID,scratch on door,good service
RES-05761,C1836, CAR-13,Luxury,2026-01-15 16:49,16/01/2026 04:49,2026-01-18 09:49,delhi,28.690068,77.116242,28.698396,77.103764,UPI,53695,55015km,82%,14.13,77.0287,120 kmh,2,0,"₹ 1,500 /day",,75.0,1575.0,eco,INVALID,Contact Rahul 9876543210,good service
RES-05762,C9799, CAR-02,Economy,2026-01-24 01:59,24-01-2026 21:59,2026-01-28 22:59,Bengaluru,12.963406,77.579283,12.987048,77.589492,UPI,"31,125 km",31028,0.69,25.633916,83.11,121 kmh,6,1,"₹ 2,500 /day",BOGUS99,125.0,2625.0,standard,DL67543,scratch on door,email test@gmail.com
RES-05763,C3044,CAR-01 ,Compact,2026-03-19 16:21,2026/03/21 16:21,2026-03-27 04:21,bangalore,12.957139,77.609123,12.961378,77.614321,card,"5,168 km","5,575km",87 %,27.3511,77.482105,129 kmh,3,0,2500/day,DISC15,125.0,2625.0,standard,DL67543,scratch on door,Good speaker
RES-05764,C1647,car-14,SUV,2026-01-17 15:33,20/01/2026 01:33,2026-01-24 00:33,delhi,28.721567,77.108138,28.695201,77.092621,Card,"117,844km",119129,25%,20.981105,85.23,166 kmh,1,0,2500,DISC15,,2625.0,eco,DL90871,Speakers not working,Smooth going
RES-05765,C3209,CAR-25 ,Economy,2026-02-18 01:02,2026-02-20 16:02,2026-02-21 02:02,blr,12.968044,77.613399,12.977474,77.613174,UPI,"66,011 km",67151km,0.3,12.67,73.849978,124 kmh,3,0,2500/day,BOGUS99,125.0,2625.0,standard,DL90871,Speakers not working,email test@gmail.com
RES-05766,C9618, CAR-05,Economy,2026-03-06 02:48,2026/03/06 17:48,2026-03-12 11:48,delhi,28.708884,77.117407,28.720397,77.083017,Card,24522,26165km,14%,12.894603,77.62,54,4,0,₹1000/day,BOGUS99,50.0,1050.0,eco,DL90871,scratch on door,good service
RES-05767,C8683,CAR-22,Luxury,2026-03-13 23:18,2026/03/15 09:18,2026-03-19 18:18,CHENNAI,13.072705,80.284491,13.097441,80.276848,wallet,"101,028km","102,606 km",0.2,13.095938,86.496815,84,5,0,2500/day,,,2625.0,premium,INVALID,scratch on door,Good speaker
RES-05768,C1738,CAR-29,SUV,2026-02-08 11:24,08-02-2026 18:24,2026-02-15 12:24,Bengaluru,12.977629,77.609366,12.952542,77.58429,wallet,5125,"5,405 km",33 %,13.56,79.255295,130 kmh,2,0,₹1000/day,SAVE10,50.0,1050.0,eco,DL12345,Contact Rahul 9876543210,Good mileage
RES-05769,C1049,CAR-19,Luxury,2026-01-25 08:33,28-01-2026 08:33,2026-02-04 18:33,bangalore,12.974062,77.59445,12.960643,77.598106,UPI,"26,620 km",26679,69 %,18.38,77.35,169 kmh,6,0,3000/day,BOGUS99,150.0,3150.0,premium,DL90871,Speakers not working,email test@gmail.com
RES-05770,C2785, CAR-28,Compact,2026-02-26 10:08,27/02/2026 01:92,2026-02-27 14:08,Mumbai,19.089792,72.876781,19.056596,72.862272,card,"98,958 km","100,641 km",0.9,25.504244,87.9854,43,0,0,1500/day,DISC15,75.0,1575.0,standard,DL67543,Scratch on windows,Good mileage
RES-05771,C3999,CAR-03,Luxury,2026-03-01 14:51,04-03-2026 06:51,2026-03-08 22:51,bangalore,12.975795,77.600602,12.988988,77.590879,cash,104691km,105593km,0.48,13.278311,75.13675,74,1,0,2000/day,,100.0,2100.0,premium,DL90871,Contact Rahul 9876543210,Good mileage
RES-05772,C7179,car-05,SUV,2026-01-06 15:34,07-01-2026 17:34,2026-01-08 03:34,CHENNAI,13.102277,80.259026,13.077215,80.273516,Card,"24,116 km","23,941 km",19%,24.59,77.2104,125 kmh,6,0,3000,,150.0,3150.0,eco,DL12345,Contact Rahul 9876543210,Good mileage
RES-05773,C1599, CAR-25,Luxury,2026-02-16 16:48,19/02/2026 14:48,2026-02-22 02:48,mumbai,19.075921,72.86291,19.078692,72.876645,cash,100081,101605,92 %,12.911674,74.503223,143 kmh,6,0,"₹ 1,500 /day",BOGUS99,75.0,1575.0,eco,INVALID,Scratch on windows,Good speaker
RES-05774,C1332,car-02,SUV,2026-01-22 16:24,2026/01/25 14:24,2026-01-31 17:24,delhi,28.71197,77.10607,28.711939,77.120519,card,"73,381km","73,948 km",27%,14.68,81.116183,122 kmh,2,0,2500/day,DISC15,125.0,2625.0,premium,DL90871,scratch on door,good service
RES-05775,C2860,CAR-04,SUV,2026-01-06 09:04,2026-01-09 09:04,2026-01-13 03:04,bangalore,12.985796,77.594918,12.962122,77.597271,Card,"70,736km",72024km,0.6,18.552584,77.616615,84,4,0,1500,SAVE10,75.0,1575.0,standard,DL12345,Bad Seats Quality,Good mileage
RES-05776,C9699,CAR-17 ,Compact,2026-03-13 17:51,2026-03-16 12:51:00,2026-03-18 02:51,HYD,17.36811,78.487875,17.402952,78.482253,upi,"107,656km","108,299 km",0.64,13.5561,78.144773,127 kmh,5,0,3000,DISC15,150.0,3150.0,eco,DL90871,Speakers not working,Good mileage
RES-05777,C5199,car-09,Economy,2026-01-12 14:10,2026-01-14 12:10,2026-01-19 03:10,kolkata,22.583741,88.374361,22.588008,88.382285,card,"116,646 km",116969km,0.2,22.3676,85.6072,63,0,1,"₹ 2,000 /day",SAVE10,100.0,2100.0,standard,INVALID,Speakers not working,Good mileage
RES-05778,C8633,CAR-22 ,SUV,2026-02-24 14:16,2026-02-26 09:16,2026-03-04 21:16,bangalore,12.978518,77.598787,12.984437,77.602968,Card,"59,616km",61021km,0.5,17.972192,85.95,45,4,0,1000/day,,50.0,1050.0,eco,DL67543,Contact Rahul 9876543210,good service
RES-05779,C6724,car-25,Luxury,2026-03-23 08:22,2026/03/25 03:22,2026-03-30 11:22,CHENNAI,13.07054,80.268137,13.097791,80.29043,wallet,"27,643km",27837,0.2,27.27,77.56,128 kmh,3,1,3000,,,3150.0,standard,INVALID,Speakers not working,good service
RES-05780,C6429,CAR 16,SUV,2026-01-11 15:38,12-01-2026 13:38,2026-01-15 10:38,kolkata,22.576524,88.363236,22.592039,88.383722,card,77057,78511,0.8,23.535573,73.0355,137 kmh,2,0,2000/day,BOGUS99,100.0,2100.0,standard,DL67543,Contact Rahul 9876543210,email test@gmail.com
RES-05781,C3181,CAR 20,Economy,2026-01-08 15:48,2026-01-09 03:48,2026-01-12 15:48,Kolkata,22.588118,88.38219,22.552816,88.3794,upi,"96,747km",97296,0.23,20.13,79.94,45,5,0,₹1200/day,SAVE10,60.0,1260.0,eco,DL90871,Scratch on windows,Smooth going
RES-05782,C3322, CAR-04,Luxury,2026-01-02 07:47,2026-01-04 06:47:00,2026-01-10 21:47,Hyderabad,17.378899,78.46788,17.379061,78.503929,Card,109959,110403,0.41,12.4909,86.887867,65,4,1,2000,SAVE10,,2100.0,eco,DL67543,scratch on door,Good speaker
RES-05783,C8678,CAR-13,Luxury,2026-01-16 14:03,2026-01-18 02:03:00,2026-01-22 19:03,HYD,17.382169,78.484239,17.380829,78.503436,wallet,"59,526 km",60121,0.47,14.44,87.1336,160 kmh,4,0,2000/day,SAVE10,100.0,2100.0,standard,DL67543,Bad Seats Quality,Good speaker
RES-05784,C5507,CAR-04 ,SUV,2026-03-19 09:08,2026/03/20 09:08,2026-03-22 03:08,kolkata,22.58401,88.364931,22.591168,88.368919,cash,"78,742 km",79424,95%,14.84,75.82,60,2,0,"₹ 2,500 /day",,125.0,2625.0,standard,DL12345,Speakers not working,Good mileage
RES-05785,C2127,CAR-29,Compact,2026-02-27 14:35,27-02-2026 18:35,2026-03-02 15:35,Bengaluru,12.970949,77.595425,12.956174,77.583771,Card,113430,113604km,0.67,21.05,78.7431,60,2,0,800/day,DISC15,40.0,840.0,eco,DL67543,Contact Rahul 9876543210,Good speaker
RES-05786,C7971,CAR-15 ,SUV,2026-02-18 12:05,19-02-2026 21:05,2026-02-27 22:05,Kolkata,22.560199,88.359843,22.557447,88.376018,card,"90,185km",91150km,0.85,19.7845,84.9669,166 kmh,4,0,₹2500/day,,,2625.0,standard,INVALID,Speakers not working,email test@gmail.com
RES-05787,C5091, CAR-11,Luxury,2026-02-28 17:04,2026-03-01 06:04,2026-03-04 06:04,BENGALURU,12.983345,77.576434,12.984189,77.579974,upi,"28,642 km","29,753 km",0.3,19.56,79.09,149 kmh,2,0,₹1200/day,,60.0,1260.0,standard,INVALID,Contact Rahul 9876543210,email test@gmail.com
RES-05788,C4174,CAR 20,Economy,2026-01-20 12:32,2026-01-20 21:32:00,2026-01-26 04:32,HYD,17.37753,78.468988,17.397371,78.47742,upi,59477,59720,59 %,21.5814,76.28,63,6,0,1000,SAVE10,50.0,1050.0,premium,DL67543,Speakers not working,Smooth going
RES-05789,C6815,car-06,Compact,2026-01-02 17:42,2026/01/05 12:42,2026-01-09 06:42,Chennai,13.100072,80.271712,13.080828,80.282286,Card,114040,113607,0.9,27.92,73.768375,77,4,0,1000/day,DISC15,,1050.0,premium,DL67543,Contact Rahul 9876543210,Good speaker
RES-05790,C1034,CAR-14 ,SUV,2026-02-17 19:57,18-02-2026 11:57,2026-02-21 23:57,Chennai,13.082522,80.263898,13.090443,80.254487,cash,"19,423km","20,019 km",0.48,17.49,81.2938,180 kmh,4,0,"₹ 1,200 /day",,60.0,1260.0,premium,INVALID,Contact Rahul 9876543210,Smooth going
RES-05791,C2174,CAR-03,Luxury,2026-02-13 15:48,15/02/2026 16:48,2026-02-18 18:48,mumbai,19.083725,72.859749,19.060516,72.888355,cash,"53,371 km",54197,89 %,14.216514,84.890687,55,2,1,"₹ 1,000 /day",BOGUS99,50.0,1050.0,eco,DL12345,Speakers not working,Good speaker
RES-05792,C7954,car-22,Economy,2026-03-11 02:11,13/03/2026 00:11,2026-03-16 16:11,Delhi,28.698492,77.093396,28.693893,77.094281,Card,"73,919 km",75833,69%,14.13,72.19008,146 kmh,5,0,1500,DISC15,,1575.0,standard,DL90871,Speakers not working,good service
RES-05793,C4293,car-10,Compact,2026-03-04 21:46,05-03-2026 02:46,2026-03-11 06:46,Chennai,13.072955,80.274031,13.092517,80.274196,UPI,117048km,117531km,67%,24.065768,78.608518,86,2,0,1500/day,,75.0,1575.0,eco,DL67543,Speakers not working,email test@gmail.com
RES-05794,C9721,car-06,Economy,2026-02-17 16:27,2026-02-18 12:27:00,2026-02-22 06:27,mumbai,19.08477,72.886834,19.079013,72.866437,Card,52861km,54473km,0.83,13.3249,80.3597,178 kmh,5,0,₹2000/day,SAVE10,100.0,2100.0,standard,INVALID,Speakers not working,email test@gmail.com
RES-05795,C9734, CAR-20,Economy,2025-12-31 19:22,02/01/2026 05:22,2026-01-08 07:22,Hyderabad,17.400905,78.498461,17.378388,78.485697,cash,"58,399 km",59712,0.91,24.3699,73.259944,52,6,0,1500/day,DISC15,75.0,1575.0,standard,DL90871,Contact Rahul 9876543210,Smooth going
RES-05796,C4264,car-12,Compact,2026-03-07 11:27,09/03/2026 13:27,2026-03-15 09:27,delhi,28.715362,77.109045,28.70146,77.105239,cash,61189km,63010km,24%,20.570624,81.46,165 kmh,2,1,₹2500/day,SAVE10,125.0,2625.0,eco,INVALID,Contact Rahul 9876543210,email test@gmail.com
RES-05797,C4690, CAR-25,Luxury,2026-02-15 19:45,2026/02/16 15:45,2026-02-18 02:45,mumbai,19.091226,72.862406,19.060009,72.863231,upi,94667km,94750km,0.70,16.447317,75.78,51,6,0,3000/day,,150.0,3150.0,eco,DL12345,Speakers not working,Good speaker
RES-05798,C2552,CAR 30,Luxury,2026-03-02 21:45,2026-03-04 21:45,2026-03-07 00:45,Kolkata,22.555568,88.377085,22.559526,88.362906,wallet,9551,11192,0.6,18.65,74.9307,122 kmh,6,0,3000,BOGUS99,150.0,3150.0,premium,DL67543,Speakers not working,email test@gmail.com
RES-05799,C1339, CAR-28,Compact,2026-03-01 02:46,2026/03/02 20:46,2026-03-03 03:46,mumbai,19.060713,72.878865,19.094718,72.878849,wallet,115334km,"116,647 km",0.3,13.2913,82.38,149 kmh,3,0,₹800/day,,40.0,840.0,premium,DL90871,scratch on door,Good speaker
RES-05800,C6981,car-24,Economy,2026-01-24 18:56,2026-01-25 14:56:00,2026-01-26 13:56,CHENNAI,13.095936,80.280128,13.072814,80.259543,card,"114,716 km",116388km,0.29,15.8,76.9422,175 kmh,0,0,"₹ 1,000 /day",DISC15,,1050.0,standard,DL90871,scratch on door,Smooth going
RES-05801,C9499,car-24,Economy,2026-02-25 06:43,25-02-2026 08:43,2026-03-01 02:43,kolkata,22.579542,88.351375,22.555618,88.364571,UPI,"6,960 km",8561km,67%,24.877076,78.0469,77,6,0,1500,BOGUS99,75.0,1575.0,eco,DL12345,Scratch on windows,good service
RES-05802,C7504,CAR-27 ,Economy,2026-02-12 15:22,2026-02-14 15:22,2026-02-20 02:22,Kolkata,22.567801,88.355251,22.579813,88.349279,UPI,46867km,"47,585km",76 %,17.990658,85.56067,50,2,0,₹1500/day,BOGUS99,75.0,1575.0,eco,INVALID,Speakers not working,Smooth going
RES-05803,C4729,car-18,Economy,2026-02-24 22:14,2026/02/25 20:90,2026-03-05 06:14,blr,12.981975,77.602183,12.96148,77.60772,cash,55117km,"55,237 km",83 %,22.7927,81.17,62,4,0,3000/day,,150.0,3150.0,standard,DL67543,Speakers not working,good service
RES-05804,C5781,car-19,SUV,2026-01-13 06:34,14/01/2026 00:34,2026-01-17 05:34,CHENNAI,13.089349,80.260022,13.065864,80.261263,Card,"87,937km","88,554 km",19%,14.7497,79.458718,178 kmh,0,0,3000,,,3150.0,standard,DL90871,Contact Rahul 9876543210,Good mileage
RES-05805,C8124,CAR 21,Luxury,2026-03-13 09:07,2026/03/15 09:07,2026-03-23 11:07,CHENNAI,13.091879,80.281526,13.089318,80.282995,cash,75918,"77,083 km",0.12,16.77,79.353949,85,2,0,₹ 800 /day,BOGUS99,40.0,840.0,standard,DL90871,Contact Rahul 9876543210,Smooth going
RES-05806,C4458,CAR-03 ,Luxury,2026-02-18 21:35,2026-02-20 00:35:00,2026-02-26 16:35,delhi,28.712113,77.1006,28.701072,77.087571,UPI,83108km,"84,006km",51%,27.86,84.709748,68,2,1,1500/day,,75.0,1575.0,premium,DL90871,Scratch on windows,Good mileage
RES-05807,C3029,CAR-11 ,Compact,2026-03-02 07:08,2026-03-04 14:08,2026-03-11 21:08,HYD,17.369296,78.505131,17.366476,78.471191,UPI,6284km,"6,693km",0.90,17.7589,74.4,83,1,0,2500/day,DISC15,125.0,2625.0,premium,DL12345,scratch on door,good service
RES-05808,C9465,car-27,Luxury,2026-02-07 04:01,09-02-2026 06:01,2026-02-10 15:01,bangalore,12.952664,77.601876,12.96148,77.578302,UPI,"27,700 km",27755km,0.06,19.53,78.133597,41,0,0,3000,DISC15,,3150.0,premium,INVALID,Speakers not working,good service
RES-05809,C1248,CAR-01 ,SUV,2026-02-04 21:48,2026/02/07 21:66,2026-02-14 02:48,Mumbai,19.082237,72.879537,19.065712,72.890657,Card,"100,018 km",100936,0.07,24.725007,83.5533,139 kmh,4,0,1500/day,SAVE10,75.0,1575.0,standard,DL12345,Bad Seats Quality,Good mileage
